id,name,district,block,lat,lng,capacity_quintals,utilization_pct,operator_phone,registry_source,verified
CS-196,Bankura Cold Storage #10,Bankura,Bankura,23.2601,87.0546,7741,51,,OGD/WB corridor model (replace with govt CSV),no
CS-197,Bankura Cold Storage #11,Bankura,Bankura,23.2183,87.1117,9406,86,,OGD/WB corridor model (replace with govt CSV),no
CS-198,Bankura Cold Storage #12,Bankura,Bankura,23.2131,87.0081,10365,57,,OGD/WB corridor model (replace with govt CSV),no
CS-199,Bankura Cold Storage #13,Bankura,Bankura,23.2525,87.1161,7680,60,,OGD/WB corridor model (replace with govt CSV),no
CS-200,Bankura Cold Storage #14,Bankura,Bankura,23.1696,87.009,7017,67,,OGD/WB corridor model (replace with govt CSV),no
CS-201,Bankura Cold Storage #15,Bankura,Bankura,23.2374,87.0139,7559,62,,OGD/WB corridor model (replace with govt CSV),no
CS-202,Bankura Cold Storage #16,Bankura,Bankura,23.208,87.0866,11324,45,,OGD/WB corridor model (replace with govt CSV),no
CS-203,Bankura Cold Storage #17,Bankura,Bankura,23.1959,87.0727,11227,87,,OGD/WB corridor model (replace with govt CSV),no
CS-204,Bankura Cold Storage #18,Bankura,Bankura,23.2043,87.1191,7294,48,,OGD/WB corridor model (replace with govt CSV),no
CS-205,Bankura Cold Storage #19,Bankura,Bankura,23.2342,87.0786,8534,58,,OGD/WB corridor model (replace with govt CSV),no
CS-206,Bankura Cold Storage #20,Bankura,Bankura,23.2439,87.0749,7611,69,,OGD/WB corridor model (replace with govt CSV),no
CS-207,Bankura Cold Storage #21,Bankura,Bankura,23.195,87.1089,12220,49,,OGD/WB corridor model (replace with govt CSV),no
CS-208,Bankura Cold Storage #22,Bankura,Bankura,23.1831,87.1057,7125,80,,OGD/WB corridor model (replace with govt CSV),no
CS-209,Bankura Cold Storage #23,Bankura,Bankura,23.2653,87.0136,6782,47,,OGD/WB corridor model (replace with govt CSV),no
CS-210,Bankura Cold Storage #24,Bankura,Bankura,23.1846,87.0099,7137,51,,OGD/WB corridor model (replace with govt CSV),no
CS-211,Bankura Cold Storage #25,Bankura,Bankura,23.2234,87.09,6447,85,,OGD/WB corridor model (replace with govt CSV),no
CS-212,Bankura Cold Storage #26,Bankura,Bankura,23.2428,87.1161,6602,67,,OGD/WB corridor model (replace with govt CSV),no
CS-213,Bankura Cold Storage #27,Bankura,Bankura,23.176,87.0134,11068,74,,OGD/WB corridor model (replace with govt CSV),no
CS-214,Bankura Cold Storage #28,Bankura,Bankura,23.2713,87.0261,4830,81,,OGD/WB corridor model (replace with govt CSV),no
CS-215,Bankura Cold Storage #29,Bankura,Bankura,23.2266,87.0084,9473,72,,OGD/WB corridor model (replace with govt CSV),no
CS-216,Bankura Cold Storage #30,Bankura,Bankura,23.1844,87.0346,11135,88,,OGD/WB corridor model (replace with govt CSV),no
CS-217,Bankura Cold Storage #31,Bankura,Bankura,23.2366,87.0202,7553,83,,OGD/WB corridor model (replace with govt CSV),no
CS-218,Bankura Cold Storage #32,Bankura,Bankura,23.1917,87.0166,7194,90,,OGD/WB corridor model (replace with govt CSV),no
CS-219,Bankura Cold Storage #33,Bankura,Bankura,23.2335,87.1312,11528,72,,OGD/WB corridor model (replace with govt CSV),no
CS-220,Bankura Cold Storage #34,Bankura,Bankura,23.168,87.0314,10004,46,,OGD/WB corridor model (replace with govt CSV),no
CS-221,Bankura Cold Storage #35,Bankura,Bankura,23.1889,87.1124,5171,77,,OGD/WB corridor model (replace with govt CSV),no
CS-222,Bankura Cold Storage #36,Bankura,Bankura,23.2316,87.0132,9513,86,,OGD/WB corridor model (replace with govt CSV),no
CS-223,Bankura Cold Storage #37,Bankura,Bankura,23.2432,87.0146,8606,89,,OGD/WB corridor model (replace with govt CSV),no
CS-224,Bankura Cold Storage #38,Bankura,Bankura,23.2676,87.0992,6801,81,,OGD/WB corridor model (replace with govt CSV),no
CS-225,Bankura Cold Storage #39,Bankura,Bankura,23.2207,87.0159,8426,84,,OGD/WB corridor model (replace with govt CSV),no
CS-226,Bankura Cold Storage #40,Bankura,Bankura,23.2826,87.0986,11921,82,,OGD/WB corridor model (replace with govt CSV),no
CS-227,Bankura Cold Storage #41,Bankura,Bankura,23.2802,87.0102,7902,78,,OGD/WB corridor model (replace with govt CSV),no
CS-228,Bankura Cold Storage #42,Bankura,Bankura,23.261,87.0472,11748,45,,OGD/WB corridor model (replace with govt CSV),no
CS-229,Suri Cold Storage #1,Birbhum,Suri,23.8459,87.4817,6067,78,,OGD/WB corridor model (replace with govt CSV),no
CS-230,Suri Cold Storage #2,Birbhum,Suri,23.9466,87.5327,7873,80,,OGD/WB corridor model (replace with govt CSV),no
CS-231,Suri Cold Storage #3,Birbhum,Suri,23.9521,87.5485,5917,54,,OGD/WB corridor model (replace with govt CSV),no
CS-232,Suri Cold Storage #4,Birbhum,Suri,23.927,87.4805,4716,66,,OGD/WB corridor model (replace with govt CSV),no
CS-233,Suri Cold Storage #5,Birbhum,Suri,23.93,87.5657,4740,48,,OGD/WB corridor model (replace with govt CSV),no
CS-234,Suri Cold Storage #6,Birbhum,Suri,23.8957,87.5149,11466,66,,OGD/WB corridor model (replace with govt CSV),no
CS-235,Suri Cold Storage #7,Birbhum,Suri,23.8696,87.5651,8257,73,,OGD/WB corridor model (replace with govt CSV),no
CS-236,Suri Cold Storage #8,Birbhum,Suri,23.9217,87.5691,5674,71,,OGD/WB corridor model (replace with govt CSV),no
CS-237,Suri Cold Storage #9,Birbhum,Suri,23.8725,87.5409,4280,66,,OGD/WB corridor model (replace with govt CSV),no
CS-238,Suri Cold Storage #10,Birbhum,Suri,23.8459,87.5671,4067,80,,OGD/WB corridor model (replace with govt CSV),no
CS-239,Suri Cold Storage #11,Birbhum,Suri,23.9452,87.4988,7862,60,,OGD/WB corridor model (replace with govt CSV),no
CS-240,Suri Cold Storage #12,Birbhum,Suri,23.9064,87.5095,11551,87,,OGD/WB corridor model (replace with govt CSV),no
CS-241,Suri Cold Storage #13,Birbhum,Suri,23.8749,87.4961,5299,60,,OGD/WB corridor model (replace with govt CSV),no
CS-242,Suri Cold Storage #14,Birbhum,Suri,23.9471,87.4824,5877,55,,OGD/WB corridor model (replace with govt CSV),no
CS-243,Suri Cold Storage #15,Birbhum,Suri,23.9224,87.5016,5679,59,,OGD/WB corridor model (replace with govt CSV),no
CS-244,Suri Cold Storage #16,Birbhum,Suri,23.9604,87.4646,11983,67,,OGD/WB corridor model (replace with govt CSV),no
CS-245,Suri Cold Storage #17,Birbhum,Suri,23.8847,87.5517,7378,68,,OGD/WB corridor model (replace with govt CSV),no
CS-246,Suri Cold Storage #18,Birbhum,Suri,23.8626,87.5396,8201,86,,OGD/WB corridor model (replace with govt CSV),no
CS-247,Suri Cold Storage #19,Birbhum,Suri,23.841,87.5292,4028,57,,OGD/WB corridor model (replace with govt CSV),no
CS-248,Suri Cold Storage #20,Birbhum,Suri,23.894,87.4974,9452,66,,OGD/WB corridor model (replace with govt CSV),no
CS-249,Suri Cold Storage #21,Birbhum,Suri,23.883,87.5012,12364,68,,OGD/WB corridor model (replace with govt CSV),no
CS-250,Suri Cold Storage #22,Birbhum,Suri,23.865,87.529,10220,76,,OGD/WB corridor model (replace with govt CSV),no
CS-251,Suri Cold Storage #23,Birbhum,Suri,23.8464,87.5345,12071,52,,OGD/WB corridor model (replace with govt CSV),no
CS-252,Suri Cold Storage #24,Birbhum,Suri,23.8739,87.5455,8291,50,,OGD/WB corridor model (replace with govt CSV),no
CS-253,Suri Cold Storage #25,Birbhum,Suri,23.8504,87.5556,11103,90,,OGD/WB corridor model (replace with govt CSV),no
CS-254,Suri Cold Storage #26,Birbhum,Suri,23.8945,87.4849,12456,75,,OGD/WB corridor model (replace with govt CSV),no
CS-255,Suri Cold Storage #27,Birbhum,Suri,23.8702,87.5632,5262,54,,OGD/WB corridor model (replace with govt CSV),no
CS-256,Suri Cold Storage #28,Birbhum,Suri,23.9106,87.5335,7585,80,,OGD/WB corridor model (replace with govt CSV),no
CS-257,Suri Cold Storage #29,Birbhum,Suri,23.9219,87.5455,6675,78,,OGD/WB corridor model (replace with govt CSV),no
CS-258,Suri Cold Storage #30,Birbhum,Suri,23.9317,87.5026,4754,45,,OGD/WB corridor model (replace with govt CSV),no
CS-259,Suri Cold Storage #31,Birbhum,Suri,23.8785,87.4772,7328,57,,OGD/WB corridor model (replace with govt CSV),no
CS-260,Suri Cold Storage #32,Birbhum,Suri,23.9169,87.4813,9635,51,,OGD/WB corridor model (replace with govt CSV),no
CS-261,Suri Cold Storage #33,Birbhum,Suri,23.8906,87.5082,5425,79,,OGD/WB corridor model (replace with govt CSV),no
CS-262,Suri Cold Storage #34,Birbhum,Suri,23.8805,87.5805,11344,53,,OGD/WB corridor model (replace with govt CSV),no
CS-263,Suri Cold Storage #35,Birbhum,Suri,23.9066,87.4656,12553,46,,OGD/WB corridor model (replace with govt CSV),no
CS-264,Suri Cold Storage #36,Birbhum,Suri,23.8601,87.5537,11181,65,,OGD/WB corridor model (replace with govt CSV),no
CS-265,Suri Cold Storage #37,Birbhum,Suri,23.8759,87.5779,8307,51,,OGD/WB corridor model (replace with govt CSV),no
CS-266,Suri Cold Storage #38,Birbhum,Suri,23.8788,87.5594,7330,66,,OGD/WB corridor model (replace with govt CSV),no
CS-267,Berhampore Cold Storage #1,Murshidabad,Berhampore,24.1604,88.209,11343,61,,OGD/WB corridor model (replace with govt CSV),no
CS-268,Berhampore Cold Storage #2,Murshidabad,Berhampore,24.133,88.2576,8124,84,,OGD/WB corridor model (replace with govt CSV),no
CS-269,Berhampore Cold Storage #3,Murshidabad,Berhampore,24.2174,88.3263,10799,54,,OGD/WB corridor model (replace with govt CSV),no
CS-270,Berhampore Cold Storage #4,Murshidabad,Berhampore,24.2129,88.2437,5763,50,,OGD/WB corridor model (replace with govt CSV),no
CS-271,Berhampore Cold Storage #5,Murshidabad,Berhampore,24.1698,88.244,11418,88,,OGD/WB corridor model (replace with govt CSV),no
CS-272,Berhampore Cold Storage #6,Murshidabad,Berhampore,24.2194,88.2561,10815,70,,OGD/WB corridor model (replace with govt CSV),no
CS-273,Berhampore Cold Storage #7,Murshidabad,Berhampore,24.2138,88.2345,7770,81,,OGD/WB corridor model (replace with govt CSV),no
CS-274,Berhampore Cold Storage #8,Murshidabad,Berhampore,24.2192,88.2597,12814,58,,OGD/WB corridor model (replace with govt CSV),no
CS-275,Berhampore Cold Storage #9,Murshidabad,Berhampore,24.1283,88.3271,11086,73,,OGD/WB corridor model (replace with govt CSV),no
CS-276,Berhampore Cold Storage #10,Murshidabad,Berhampore,24.1324,88.294,8119,88,,OGD/WB corridor model (replace with govt CSV),no
CS-277,Berhampore Cold Storage #11,Murshidabad,Berhampore,24.1611,88.2446,12349,75,,OGD/WB corridor model (replace with govt CSV),no
CS-278,Berhampore Cold Storage #12,Murshidabad,Berhampore,24.238,88.2566,9964,45,,OGD/WB corridor model (replace with govt CSV),no
CS-279,Berhampore Cold Storage #13,Murshidabad,Berhampore,24.1549,88.3039,8299,66,,OGD/WB corridor model (replace with govt CSV),no
CS-280,Berhampore Cold Storage #14,Murshidabad,Berhampore,24.22,88.2482,10820,60,,OGD/WB corridor model (replace with govt CSV),no
CS-281,Berhampore Cold Storage #15,Murshidabad,Berhampore,24.1321,88.2133,4117,89,,OGD/WB corridor model (replace with govt CSV),no
CS-282,Berhampore Cold Storage #16,Murshidabad,Berhampore,24.129,88.3107,12092,56,,OGD/WB corridor model (replace with govt CSV),no
CS-283,Berhampore Cold Storage #17,Murshidabad,Berhampore,24.1232,88.3229,11046,76,,OGD/WB corridor model (replace with govt CSV),no
CS-284,Berhampore Cold Storage #18,Murshidabad,Berhampore,24.1411,88.3324,5189,71,,OGD/WB corridor model (replace with govt CSV),no
CS-285,Berhampore Cold Storage #19,Murshidabad,Berhampore,24.1895,88.2965,11576,68,,OGD/WB corridor model (replace with govt CSV),no
CS-286,Berhampore Cold Storage #20,Murshidabad,Berhampore,24.1934,88.2687,11607,76,,OGD/WB corridor model (replace with govt CSV),no
CS-287,Berhampore Cold Storage #21,Murshidabad,Berhampore,24.233,88.3294,6924,77,,OGD/WB corridor model (replace with govt CSV),no
CS-288,Berhampore Cold Storage #22,Murshidabad,Berhampore,24.2414,88.2561,7991,59,,OGD/WB corridor model (replace with govt CSV),no
CS-289,Berhampore Cold Storage #23,Murshidabad,Berhampore,24.1796,88.2749,11497,73,,OGD/WB corridor model (replace with govt CSV),no
CS-290,Berhampore Cold Storage #24,Murshidabad,Berhampore,24.1226,88.2319,10041,58,,OGD/WB corridor model (replace with govt CSV),no
CS-291,Berhampore Cold Storage #25,Murshidabad,Berhampore,24.179,88.22,10492,71,,OGD/WB corridor model (replace with govt CSV),no
CS-292,Berhampore Cold Storage #26,Murshidabad,Berhampore,24.2097,88.3306,9738,53,,OGD/WB corridor model (replace with govt CSV),no
CS-293,Berhampore Cold Storage #27,Murshidabad,Berhampore,24.1241,88.2894,8053,62,,OGD/WB corridor model (replace with govt CSV),no
CS-294,Berhampore Cold Storage #28,Murshidabad,Berhampore,24.1307,88.3302,10106,55,,OGD/WB corridor model (replace with govt CSV),no
CS-295,Berhampore Cold Storage #29,Murshidabad,Berhampore,24.2075,88.3044,9720,49,,OGD/WB corridor model (replace with govt CSV),no
CS-296,Berhampore Cold Storage #30,Murshidabad,Berhampore,24.164,88.2924,6372,47,,OGD/WB corridor model (replace with govt CSV),no
CS-297,Berhampore Cold Storage #31,Murshidabad,Berhampore,24.1679,88.2275,4403,87,,OGD/WB corridor model (replace with govt CSV),no
CS-298,Berhampore Cold Storage #32,Murshidabad,Berhampore,24.204,88.3205,12692,58,,OGD/WB corridor model (replace with govt CSV),no
CS-299,Berhampore Cold Storage #33,Murshidabad,Berhampore,24.1304,88.2581,8103,50,,OGD/WB corridor model (replace with govt CSV),no
CS-300,Berhampore Cold Storage #34,Murshidabad,Berhampore,24.1468,88.2351,10234,72,,OGD/WB corridor model (replace with govt CSV),no
CS-301,Berhampore Cold Storage #35,Murshidabad,Berhampore,24.1917,88.2507,10594,72,,OGD/WB corridor model (replace with govt CSV),no
CS-302,Berhampore Cold Storage #36,Murshidabad,Berhampore,24.2089,88.2652,6731,89,,OGD/WB corridor model (replace with govt CSV),no
CS-303,Berhampore Cold Storage #37,Murshidabad,Berhampore,24.1399,88.2941,12179,59,,OGD/WB corridor model (replace with govt CSV),no
CS-304,Berhampore Cold Storage #38,Murshidabad,Berhampore,24.2228,88.2891,4842,61,,OGD/WB corridor model (replace with govt CSV),no
CS-305,Berhampore Cold Storage #39,Murshidabad,Berhampore,24.216,88.2135,12788,69,,OGD/WB corridor model (replace with govt CSV),no
CS-306,Berhampore Cold Storage #40,Murshidabad,Berhampore,24.1426,88.2609,4201,76,,OGD/WB corridor model (replace with govt CSV),no
CS-307,Berhampore Cold Storage #41,Murshidabad,Berhampore,24.1491,88.3229,4253,85,,OGD/WB corridor model (replace with govt CSV),no
CS-308,Berhampore Cold Storage #42,Murshidabad,Berhampore,24.1909,88.2314,7587,72,,OGD/WB corridor model (replace with govt CSV),no
CS-309,Berhampore Cold Storage #43,Murshidabad,Berhampore,24.2191,88.269,5813,65,,OGD/WB corridor model (replace with govt CSV),no
CS-310,Berhampore Cold Storage #44,Murshidabad,Berhampore,24.1656,88.324,12385,65,,OGD/WB corridor model (replace with govt CSV),no
CS-311,Berhampore Cold Storage #45,Murshidabad,Berhampore,24.2376,88.284,12961,50,,OGD/WB corridor model (replace with govt CSV),no
CS-312,Berhampore Cold Storage #46,Murshidabad,Berhampore,24.2094,88.2141,8735,88,,OGD/WB corridor model (replace with govt CSV),no
CS-313,Berhampore Cold Storage #47,Murshidabad,Berhampore,24.2411,88.2947,10989,71,,OGD/WB corridor model (replace with govt CSV),no
CS-314,Berhampore Cold Storage #48,Murshidabad,Berhampore,24.1898,88.2466,6578,71,,OGD/WB corridor model (replace with govt CSV),no
CS-315,Berhampore Cold Storage #49,Murshidabad,Berhampore,24.1914,88.3026,9591,82,,OGD/WB corridor model (replace with govt CSV),no
CS-316,Berhampore Cold Storage #50,Murshidabad,Berhampore,24.2074,88.2767,4719,82,,OGD/WB corridor model (replace with govt CSV),no
CS-317,Berhampore Cold Storage #51,Murshidabad,Berhampore,24.1915,88.2445,6592,76,,OGD/WB corridor model (replace with govt CSV),no
CS-318,Berhampore Cold Storage #52,Murshidabad,Berhampore,24.2392,88.2266,10974,82,,OGD/WB corridor model (replace with govt CSV),no
CS-319,Berhampore Cold Storage #53,Murshidabad,Berhampore,24.23,88.2135,8900,83,,OGD/WB corridor model (replace with govt CSV),no
CS-320,Berhampore Cold Storage #54,Murshidabad,Berhampore,24.2082,88.2221,7726,56,,OGD/WB corridor model (replace with govt CSV),no
CS-321,Berhampore Cold Storage #55,Murshidabad,Berhampore,24.1331,88.2645,4125,49,,OGD/WB corridor model (replace with govt CSV),no
CS-322,English Bazar Cold Storage #1,Malda,English Bazar,24.9595,88.1211,8096,51,,OGD/WB corridor model (replace with govt CSV),no
CS-323,English Bazar Cold Storage #2,Malda,English Bazar,24.969,88.1261,7172,86,,OGD/WB corridor model (replace with govt CSV),no
CS-324,English Bazar Cold Storage #3,Malda,English Bazar,25.0366,88.1911,4713,46,,OGD/WB corridor model (replace with govt CSV),no
CS-325,English Bazar Cold Storage #4,Malda,English Bazar,25.0409,88.1218,10747,67,,OGD/WB corridor model (replace with govt CSV),no
CS-326,English Bazar Cold Storage #5,Malda,English Bazar,24.9704,88.0894,10183,86,,OGD/WB corridor model (replace with govt CSV),no
CS-327,English Bazar Cold Storage #6,Malda,English Bazar,24.9671,88.1069,12157,87,,OGD/WB corridor model (replace with govt CSV),no
CS-328,English Bazar Cold Storage #7,Malda,English Bazar,24.9506,88.1155,4025,61,,OGD/WB corridor model (replace with govt CSV),no
CS-329,English Bazar Cold Storage #8,Malda,English Bazar,24.9585,88.1472,10088,45,,OGD/WB corridor model (replace with govt CSV),no
CS-330,English Bazar Cold Storage #9,Malda,English Bazar,25.0065,88.1792,9472,56,,OGD/WB corridor model (replace with govt CSV),no
CS-331,English Bazar Cold Storage #10,Malda,English Bazar,25.0059,88.0829,6467,74,,OGD/WB corridor model (replace with govt CSV),no
CS-332,English Bazar Cold Storage #11,Malda,English Bazar,25.061,88.1959,10908,89,,OGD/WB corridor model (replace with govt CSV),no
CS-333,English Bazar Cold Storage #12,Malda,English Bazar,24.9564,88.103,6071,79,,OGD/WB corridor model (replace with govt CSV),no
CS-334,English Bazar Cold Storage #13,Malda,English Bazar,25.0589,88.1479,12891,62,,OGD/WB corridor model (replace with govt CSV),no
CS-335,English Bazar Cold Storage #14,Malda,English Bazar,24.9863,88.0904,10310,64,,OGD/WB corridor model (replace with govt CSV),no
CS-336,English Bazar Cold Storage #15,Malda,English Bazar,25.0383,88.111,12726,74,,OGD/WB corridor model (replace with govt CSV),no
CS-337,English Bazar Cold Storage #16,Malda,English Bazar,24.987,88.1428,7316,84,,OGD/WB corridor model (replace with govt CSV),no
CS-338,English Bazar Cold Storage #17,Malda,English Bazar,25.0155,88.0781,4544,80,,OGD/WB corridor model (replace with govt CSV),no
CS-339,English Bazar Cold Storage #18,Malda,English Bazar,25.0613,88.1854,5910,47,,OGD/WB corridor model (replace with govt CSV),no
CS-340,English Bazar Cold Storage #19,Malda,English Bazar,25.0128,88.1654,4522,53,,OGD/WB corridor model (replace with govt CSV),no
CS-341,English Bazar Cold Storage #20,Malda,English Bazar,25.0194,88.08,6575,61,,OGD/WB corridor model (replace with govt CSV),no
CS-342,English Bazar Cold Storage #21,Malda,English Bazar,25.0219,88.0911,8595,70,,OGD/WB corridor model (replace with govt CSV),no
CS-343,English Bazar Cold Storage #22,Malda,English Bazar,25.061,88.1974,4908,56,,OGD/WB corridor model (replace with govt CSV),no
CS-344,English Bazar Cold Storage #23,Malda,English Bazar,25.0274,88.1658,9639,49,,OGD/WB corridor model (replace with govt CSV),no
CS-345,English Bazar Cold Storage #24,Malda,English Bazar,25.0098,88.1265,4498,81,,OGD/WB corridor model (replace with govt CSV),no
CS-346,English Bazar Cold Storage #25,Malda,English Bazar,24.9634,88.0877,10127,73,,OGD/WB corridor model (replace with govt CSV),no
CS-347,English Bazar Cold Storage #26,Malda,English Bazar,25.0119,88.1314,7515,61,,OGD/WB corridor model (replace with govt CSV),no
CS-348,English Bazar Cold Storage #27,Malda,English Bazar,24.9949,88.1619,10379,67,,OGD/WB corridor model (replace with govt CSV),no
CS-349,English Bazar Cold Storage #28,Malda,English Bazar,25.0139,88.098,6531,83,,OGD/WB corridor model (replace with govt CSV),no
CS-350,English Bazar Cold Storage #29,Malda,English Bazar,24.9598,88.1449,12098,63,,OGD/WB corridor model (replace with govt CSV),no
CS-351,English Bazar Cold Storage #30,Malda,English Bazar,25.0098,88.0807,12498,50,,OGD/WB corridor model (replace with govt CSV),no
CS-352,English Bazar Cold Storage #31,Malda,English Bazar,25.0371,88.1911,7717,68,,OGD/WB corridor model (replace with govt CSV),no
CS-353,English Bazar Cold Storage #32,Malda,English Bazar,25.0104,88.0821,12503,45,,OGD/WB corridor model (replace with govt CSV),no
CS-354,English Bazar Cold Storage #33,Malda,English Bazar,24.9536,88.1865,12049,53,,OGD/WB corridor model (replace with govt CSV),no
CS-355,English Bazar Cold Storage #34,Malda,English Bazar,25.0694,88.1241,4975,64,,OGD/WB corridor model (replace with govt CSV),no
CS-356,English Bazar Cold Storage #35,Malda,English Bazar,25.0428,88.1685,11762,60,,OGD/WB corridor model (replace with govt CSV),no
CS-357,English Bazar Cold Storage #36,Malda,English Bazar,25.0046,88.116,8457,49,,OGD/WB corridor model (replace with govt CSV),no
CS-358,English Bazar Cold Storage #37,Malda,English Bazar,25.0326,88.1065,6681,89,,OGD/WB corridor model (replace with govt CSV),no
CS-359,English Bazar Cold Storage #38,Malda,English Bazar,24.9634,88.1145,11127,71,,OGD/WB corridor model (replace with govt CSV),no
CS-360,English Bazar Cold Storage #39,Malda,English Bazar,25.0403,88.099,9742,45,,OGD/WB corridor model (replace with govt CSV),no
CS-361,English Bazar Cold Storage #40,Malda,English Bazar,24.9665,88.0819,4152,76,,OGD/WB corridor model (replace with govt CSV),no
CS-362,English Bazar Cold Storage #41,Malda,English Bazar,25.0484,88.1737,9807,72,,OGD/WB corridor model (replace with govt CSV),no
CS-363,English Bazar Cold Storage #42,Malda,English Bazar,25.0709,88.1285,9987,51,,OGD/WB corridor model (replace with govt CSV),no
CS-364,English Bazar Cold Storage #43,Malda,English Bazar,25.0083,88.192,5486,66,,OGD/WB corridor model (replace with govt CSV),no
CS-365,English Bazar Cold Storage #44,Malda,English Bazar,24.9921,88.1994,6357,68,,OGD/WB corridor model (replace with govt CSV),no
CS-366,Krishnanagar Cold Storage #1,Nadia,Krishnanagar,23.3968,88.4629,12394,45,,OGD/WB corridor model (replace with govt CSV),no
CS-367,Krishnanagar Cold Storage #2,Nadia,Krishnanagar,23.3561,88.552,6069,45,,OGD/WB corridor model (replace with govt CSV),no
CS-368,Krishnanagar Cold Storage #3,Nadia,Krishnanagar,23.3919,88.4749,8355,66,,OGD/WB corridor model (replace with govt CSV),no
CS-369,Krishnanagar Cold Storage #4,Nadia,Krishnanagar,23.4369,88.4515,7715,55,,OGD/WB corridor model (replace with govt CSV),no
CS-370,Krishnanagar Cold Storage #5,Nadia,Krishnanagar,23.4561,88.481,7869,45,,OGD/WB corridor model (replace with govt CSV),no
CS-371,Krishnanagar Cold Storage #6,Nadia,Krishnanagar,23.461,88.5316,9908,48,,OGD/WB corridor model (replace with govt CSV),no
CS-372,Krishnanagar Cold Storage #7,Nadia,Krishnanagar,23.4564,88.4925,12871,82,,OGD/WB corridor model (replace with govt CSV),no
CS-373,Krishnanagar Cold Storage #8,Nadia,Krishnanagar,23.3773,88.4341,5238,58,,OGD/WB corridor model (replace with govt CSV),no
CS-374,Krishnanagar Cold Storage #9,Nadia,Krishnanagar,23.3957,88.5474,5386,46,,OGD/WB corridor model (replace with govt CSV),no
CS-375,Krishnanagar Cold Storage #10,Nadia,Krishnanagar,23.4366,88.5022,4713,46,,OGD/WB corridor model (replace with govt CSV),no
CS-376,Krishnanagar Cold Storage #11,Nadia,Krishnanagar,23.4234,88.4586,4607,47,,OGD/WB corridor model (replace with govt CSV),no
CS-377,Krishnanagar Cold Storage #12,Nadia,Krishnanagar,23.3755,88.4475,7224,80,,OGD/WB corridor model (replace with govt CSV),no
CS-378,Krishnanagar Cold Storage #13,Nadia,Krishnanagar,23.3605,88.4345,5104,57,,OGD/WB corridor model (replace with govt CSV),no
CS-379,Krishnanagar Cold Storage #14,Nadia,Krishnanagar,23.42,88.4656,10580,52,,OGD/WB corridor model (replace with govt CSV),no
CS-380,Krishnanagar Cold Storage #15,Nadia,Krishnanagar,23.361,88.5104,5108,63,,OGD/WB corridor model (replace with govt CSV),no
CS-381,Krishnanagar Cold Storage #16,Nadia,Krishnanagar,23.4475,88.5345,4800,54,,OGD/WB corridor model (replace with govt CSV),no
CS-382,Krishnanagar Cold Storage #17,Nadia,Krishnanagar,23.366,88.486,11148,66,,OGD/WB corridor model (replace with govt CSV),no
CS-383,Krishnanagar Cold Storage #18,Nadia,Krishnanagar,23.4584,88.4575,6887,67,,OGD/WB corridor model (replace with govt CSV),no
CS-384,Krishnanagar Cold Storage #19,Nadia,Krishnanagar,23.3681,88.5343,7165,79,,OGD/WB corridor model (replace with govt CSV),no
CS-385,Krishnanagar Cold Storage #20,Nadia,Krishnanagar,23.445,88.4969,4780,48,,OGD/WB corridor model (replace with govt CSV),no
CS-386,Krishnanagar Cold Storage #21,Nadia,Krishnanagar,23.4131,88.467,11525,68,,OGD/WB corridor model (replace with govt CSV),no
CS-387,Krishnanagar Cold Storage #22,Nadia,Krishnanagar,23.3893,88.5121,4334,85,,OGD/WB corridor model (replace with govt CSV),no
CS-388,Krishnanagar Cold Storage #23,Nadia,Krishnanagar,23.3939,88.5362,12371,48,,OGD/WB corridor model (replace with govt CSV),no
CS-389,Krishnanagar Cold Storage #24,Nadia,Krishnanagar,23.3953,88.5497,8382,70,,OGD/WB corridor model (replace with govt CSV),no
CS-390,Krishnanagar Cold Storage #25,Nadia,Krishnanagar,23.3924,88.4325,5359,64,,OGD/WB corridor model (replace with govt CSV),no
CS-391,Krishnanagar Cold Storage #26,Nadia,Krishnanagar,23.4567,88.5141,10874,47,,OGD/WB corridor model (replace with govt CSV),no
CS-392,Krishnanagar Cold Storage #27,Nadia,Krishnanagar,23.413,88.4937,4524,68,,OGD/WB corridor model (replace with govt CSV),no
CS-393,Krishnanagar Cold Storage #28,Nadia,Krishnanagar,23.4378,88.4549,9722,64,,OGD/WB corridor model (replace with govt CSV),no
CS-394,Krishnanagar Cold Storage #29,Nadia,Krishnanagar,23.4202,88.4277,9582,49,,OGD/WB corridor model (replace with govt CSV),no
CS-395,Krishnanagar Cold Storage #30,Nadia,Krishnanagar,23.3649,88.5147,4139,74,,OGD/WB corridor model (replace with govt CSV),no
CS-396,Krishnanagar Cold Storage #31,Nadia,Krishnanagar,23.351,88.4874,8028,67,,OGD/WB corridor model (replace with govt CSV),no
CS-397,Krishnanagar Cold Storage #32,Nadia,Krishnanagar,23.3735,88.4886,9208,60,,OGD/WB corridor model (replace with govt CSV),no
CS-398,Krishnanagar Cold Storage #33,Nadia,Krishnanagar,23.4209,88.4567,11587,84,,OGD/WB corridor model (replace with govt CSV),no
CS-399,Krishnanagar Cold Storage #34,Nadia,Krishnanagar,23.395,88.5419,12380,70,,OGD/WB corridor model (replace with govt CSV),no
CS-400,Krishnanagar Cold Storage #35,Nadia,Krishnanagar,23.4346,88.4787,8697,76,,OGD/WB corridor model (replace with govt CSV),no
